SimpleFieldSearchExample
searching for e
Connecting to 50.19.46.133:8194
Sending Request: fieldSearchRequest = {
    searchSpec = "e"
    returnFieldDocumentation = false
}

FIELD ID     MNEMONIC                            DESCRIPTION                             
RR905        CURR_ENTP_VAL                       Enterprise Value                        
RQ362        PX_SETTLE_E_MINI_ACTUAL_RT          Settlement Price (E-mini Actual) Realtime
RR856        TRAIL_12M_EBITDA_PER_SHARE          Trailing 12M EBITDA Per Share           
F0721        DVD_PAYOUT_RATIO_NORMALIZED_EARN    Dividend Payout Ratio - Normalized Earnings
F0945        EBITA_MARGIN                        EBITA Margin                            
BS027        BS_RE_INVEST                        Real Estate Investments                 
DS441        EQY_INIT_PO_SH_OFFER                Initial Pub Offer Shares Offered        
A0813        ARD_EQUITY_IN_EARNINGS_OF_JV        ARD Equity In Earnings of Joint Ventures
DV078        EQY_DVD_CASH_GROSS_NEXT             Next Dividend Per Share (Gross)         
RR149        TOT_LIAB_AND_EQY                    Total Liabilities and Equity            
BE402        BEST_EPS_1WK_CHG                    BEst EPS 1 wk Chg                       
RR235        RR_DIL_EPS_CONT_OPS                 Diluted EPS From Continuing Ops(RR)     
BE933        BEST_DPS_TO_EPS_ADJ                 BEst Div Payout Ratio                   
EE887        EEPS_LAST_QTR                       Estimated EPS Last Quarter              
DS439        EQY_INIT_PO_LEAD_MGR                Initial Pub Offer Lead Mgr              
RT005        EQY_DVD_C_1YR                       Dividend Contribution 1 Year Net        
BE931        BEST_EV_TO_BEST_EBITDA              BEst EV / BEst EBITDA                   
IN021        INDX_GENERAL_PE_RATIO               General Price Earnings Ratio            
RX842        T12M_EBITDA_MARGIN_INCL_ITEMS       Trailing 12m EBITDA Margin Including Items
A1105        ARD_NET_PREMIUMS_EARNED_LIFE        ARD Net Premiums Earned (Life)          
DX190        JAPANESE_PRIMARY_EXCH_ENG           Japanese Primary Exchange (English)     
CF069        DEC_INC_RE_INT                      Dec Inc RE Equity Interest              
R0066        ARDR_FURNITURE_MACHINERY_EQUIP      ARD Ref Furniture/Machinery/Equipment   
A0833        ARD_GL_UNCONSOLIDATED_EQY_INT       ARD (Gain)Loss From Unconsolidated Equity Interest
IS035        IS_AFUDC_EQY                        AFUDC - Equity                          
A8299        ARD_INVESTMENT_INC_LOSS_UND_EQY     ARD Investment Income (Loss) Under Equity Method
BS063        BS_PLCY_HOLD_EQY                    Policyholders' Equity                   
EY668        BEST_LTG_EEPS                       BEst Est LTG EPS                        
BE552        BEST_ROE_1WK_CHG                    BEst ROE 1 wk Chg                       
BS365        BOE_END_YEAR_WORLD                  Energy-BOE Reserves-End Year-Worldwide  
DX949        EARNINGS_CONF_CALL_TIME             Earnings Conference Call Time           
RR346        SHRHLDR_EQY_TO_TOT_LIAB_AND_EQY     Shareholder Equity To Total Liab & Equity
RR880        TCE_RATIO                           Tangible Common Equity Ratio            
EE014        EEPS_SEMI                           Est EPS Semi-Annual                     
PR289        EQY_EXCH_VWAP_PM                    Exchange VWAP PM Session                
RR646        GEO_GROW_TOT_DEBT_TO_EBITDA         Total Debt to EBITDA - 5 Yr Geometric Growth
RR560        ASSET_TO_EQY                        Assets/Equity                           
RQ813        CVT_BOND_EQTY_REF_PRICE_RT          Convertible Equity Reference Price - Scraped(RT)
A0957        ARD_AFUDC_EQUITY                    ARD AFUDC-Equity                        
SW015        SW_EQV_MOD_DUR                      Swap Equivalent Mod. Duration           
R0115        ARDR_OTHER_EQUITY                   ARD Ref Other Equity                    
PR290        EQY_EXCH_VWAP_AM                    Exchange VWAP AM Session                
RR032        ROA_BASED_ON_BOTTOM_EPS             ROA based on bottom EPS                 
BE753        BEST_PE_RATIO_GAAP                  BEst P/E Ratio GAAP                     
A0623        ARD_OTHER_RE_OWNED                  ARD Other Real Estate Owned             
EE015        EEPS_SEMI_DT                        Est EPS Semi-Annual Date                
DX031        NON_EQY_INDX_STATUS                 Non-Equity Index Market Status          
EE992        EPS_SURPRISE_LAST_ANNUAL            EPS Surprise Last Annual                
A0108        ARD_MIN_NONCONTROL_INT_SE           ARD Minority/Non Controlling Int (Stckhldrs Eqty)
A0834        ARD_GL_ON_SALE_OF_RE                ARD (Gain) Loss On Sale of Real Estate  
A0808        ARD_RE_SALES                        ARD Real Estate Sales                   
DS630        EQY_RECENT_QT_END_DT                Most Recent Quarter End Date            

DS631        EQY_RECENT_QT_END_QT                Most Recent Quarter End                 
DX954        EARNINGS_WEBCAST_URL                Earnings Webcast URL                    
RR911        T12M_DIL_PE_CONT_OPS                Trailing 12M Diluted P/E From Cont Ops  
EZ385        BEST_EST_PE_PAR_CUR_YR              BEst Est P/E Parent Curr Year           
DX955        EARNINGS_WEBCAST_PIN                Earnings Webcast PIN                    
A3732        ARD_EQY_INVEST_ASSOC_AFFILIATES     ARD Equity Investments In Associates/Affiliates
BE442        BEST_EBITDA_YOY_GTH                 BEst EBITDA YoY Gwth                    
A0809        ARD_MGMT_ADVISORY_FEES_EARNED       ARD Management & Advisory Fees Earned   
RX313        LT_DEBT_TO_TOT_EQY                  LT Debt to Total Equity                 
EZ460        BEST_EST_EPS_FY3                    BEst Est EPS FY3                        
BS096        BS_TOT_LIAB_EQY                     Total Liabilities and Equity - REITS    
DV038        EQY_IND_DPS_ANNUAL_NET              Dividend Per Share Ind Annual - Net     
A2884        ARD_EQUITY_INVESTMENT_GAINS         ARD Equity Investment Gains             
DV064        EQY_DPS_NET_3YR_GROWTH              Dividend Net 3yr Growth Rate            
R0114        ARDR_RETAINED_EARN_ACC_DEFICIT      ARD Ref Retained Earnings (Accumulated Deficit)
DV080        EQY_DVD_CASH_CRNCY_NEXT             Next Dividend Currency                  
A0066        ARD_FURNITURE_MACHINERY_EQUIP       ARD Furniture/Machinery/Equipment       
RR817        TRAIL_12M_EPS_AFTER_XO              Trailing 12M EPS after XO items         
DS957        ANNOUNCEMENT_DT                     Latest Full Earnings Report Date        
FO131        FUT_CTD_EQV_MOD_DUR                 CTD Equivalent Modified Duration        
RR051        EBT_PLUS_INT_EXP_TO_INT_EXP         EBT Plus Interest Expense To Interest Expense
A4080        ARD_PREMISES_AND_EQUIPMENT          ARD Premises And Equipment              
EZ023        BEST_EPS_CUR_QTR                    BEst EPS Curr Qtr                       
DS205        EQY_PO_SH_PX                        Last Pub Offer Share Price              
IN117        GEN_EST_PE_NEXT_YR_AGGTE            General Estimated P/E Next Year Aggte   
EZ313        BEST_EST_PE_4QTRS                   BEst Est P/E Next 4 Quarters            
FO030        FUT_CTD_EQV_YLD                     Cheapest to Deliver Eqv Yld             
EY596        BEST_EROE_NXT_YR_MEAN               BEst Est ROE Nxt Yr Mean                
R1105        ARDR_NET_PREMIUMS_EARNED_LIFE       ARD Ref Net Premiums Earned (Life)      
A2737        ARD_MAINT_STRUCTURES_EQUIP          ARD Maintenance Of Structures/Equipment 
R1102        ARDR_NET_PREMIUMS_EARN_NON_LIFE     ARD Ref Net Premiums Earned (Non-Life)  
A3835        ARD_TRANSPORTATION_EQUIP_GROSS      ARD Transportation Equipment - Gross    
BS053        BS_TOT_LIAB_REITS                   Total Liabilities (REITS)               
DS214        EQY_OPT_AVAIL                       Options Available                       
RR255        TOT_MKT_VAL_TO_EBITDA               Total Market Value to EBITDA            
BE447        BEST_EBIT_1WK_CHG                   BEst EBIT 1 wk Chg                      
F0068        EV_TO_TRAILING_12_MONTHS_EBITDAR    Enterprise Value to Trailing 12 Months EBITDAR
DV045        EQY_DVD_STK_PCT_NXT                 Next Stock Dividend Percent             
OP085        OPT_EQV_MOD_DUR_NOTL                Equivalent Modified Duration Based on Notional
BE457        BEST_EBIT_YOY_GTH                   BEst EBIT YoY Gwth                      
IS059        IS_NET_OPER_EXP                     Net Operating Expenses - REITS          
BS026        BS_EQY_SEC                          Equity Securities                       
A3080        ARD_EQUITY_METHOD_LOSS              ARD Equity Method Loss                  
EZ311        BEST_EEPS_4QTRS                     BEst Est EPS Next 4 Quarters            
RQ047        PX_EVAL_JAPANESE_REALTIME           Japanese Evaluation Price Realtime      
DS449        DTC_ELIGIBLE                        DTC Eligible                            
BE998        BEST_DATA_SOURCE_OVERRIDE           BEst Data Source Override               
DV043        EQY_DVD_STK_ANN_DT_NEXT             Next Stock Dividend Announced Date      
DV072        EQY_DVD_CASH_ANN_DT_NEXT            Next Cash Dividend Announced Date       
DV048        EQY_DVD_SPL_ANN_DT_NEXT             Next Stock Split Announced Date         
BE432        BEST_EBITDA_1WK_CHG                 BEst EBITDA 1 wk Chg                    
HT062        EQY_SECTOR_DEVIATION                Sector Deviation                        
BE065        BEST_EPS_1WK_PCT_CHG                BEst EPS 1 Week  % Change               
RR842        T12_EPS_CONT_OPS                    Trailing 12M EPS From Continuing Ops    
BS190        BS_PURE_RETAINED_EARNINGS           Pure Retained Earnings                  
A0305        ARD_DILUTED_EPS                     ARD Diluted EPS                         
DS979        EQY_RECENT_SEMI_END                 Most Recent Semi End                    
BE069        BEST_EPS_6MO_PCT_CHG                BEst EPS 6 Month  % Change              
DS204        EQY_PO_SH_OFFER                     Last Pub Offer Number of Shares         
PR460        EQY_WEIGHTED_AVG_PX_AM              VWAP (Vol Weighted Average Price) AM Session
T0114        TRAIL_12M_ALLOW_ROE_RETAIL          Trailing 12M Allowed ROE - Retail       
A0831        ARD_COST_OF_RE_SALES                ARD Cost of Real Estate Sales           
BE204        CEST_EBIT                           CEst EBIT                               
OP044        OPT_EXER_TYP                        Exercise Type                           
R1108        ARDR_RE_INCOME                      ARD Ref Real Estate Income              
RR605        GEO_GROW_EPS_BEF_XO_ITEM            EPS before XO - 5 Yr Geometric Growth   
EZ022        BEST_EPS_NXT_YR_DT                  BEst EPS Next Year Date                 
RX076        EBIT_YIELD                          EBIT Yield                              
IS677        IS_ADJUSTED_EPS_AS_REPORTED         Adjusted EPS - as Reported              
IS542        IS_GEN_FD_INVESTMENT_EARNINGS       General Fund Investment Earnings        
DV099        EQY_DVD_RIGHT_TYP_CURR              Current Rights Type                     
BE656        BEST_EPS_GAAP_1WK_CHG               BEst EPS GAAP 1 wk Chg                  
DX118        IS_TRACE_ELIGIBLE                   TRACE Eligible Indicator                
BE666        BEST_EPS_GAAP_YOY_GTH               BEst EPS GAAP YoY Gwth                  
DS149        CREDIT_ENHANCEMENTS                 Credit Enhancements                     
RR275        EXTERN_EQY_FNC                      External Equity Financing               
BS021        BS_RSRV_LOAN_LOSS                   Reserve For Loan Loss/RE Loss           
A4890        ARD_GL_DISPOSAL_PPE_LIFE_NL         ARD GL Disp Prop Plant & Equip-Life & Non Life
RR289        EBIT_TO_NET_SALES                   EBIT to Net Sales                       
IS972        IS_ADJUSTED_EBITDA_AS_REPORTED      Adjusted EBITDA - As Reported           
RR559        CASH_AND_EQUIV_PER_TOT_LIAB         Cash & Equiv/Total Liabilities          
FO127        FUT_EQV_DUR_BASED_ON_CTD            Futures Equivalent Duration Based on CTD
BE043        BEST_CUR_FISCAL_YEAR_PERIOD         BEst Current Fiscal Year Period Date    
DU012        DUR_ADJ_OAS_MID                     Mid OAS Effective Duration              
F0916        LONG_TERM_PRICE_EARNINGS_RATIO      Long Term Price Earnings Ratio          
RX930        ADJ_ROE                             Adjusted Return on Equity               
DU011        DUR_ADJ_OAS_BID                     Bid OAS Effective Duration              
RR983        DILUTED_EPS_5YR_AVG                 Diluted EPS 5 Year Average              
IN012        INDX_ADJ_POS_PX_EE                  Adjusted Positive Price/Estimated Earnings
DX950        EARNINGS_CONF_CALL_PHONE_NUM        International Earnings Conference Call Phone Num
